                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    306,                0.42188,                 0.2424,                0.87711,                0.92918,                0.93487,                0.97174,                0.79659,                0.78238,                0.40329,                 1.0055,               0.000902,               0.000902,               0.000902
                    307,                0.41435,                0.23601,                 0.8853,                0.92468,                0.93505,                0.97199,                 0.7919,                0.78574,                0.41835,                 1.0109,              0.0008984,              0.0008984,              0.0008984
                    308,                0.43105,                0.24568,                0.87529,                0.93091,                0.93857,                0.97255,                0.79511,                0.78344,                0.41305,                 1.0125,              0.0008948,              0.0008948,              0.0008948
                    309,                0.41492,                0.23955,                0.87264,                0.92543,                0.94519,                0.97472,                0.79541,                 0.7816,                0.40884,                 1.0102,              0.0008912,              0.0008912,              0.0008912
                    310,                0.42218,                0.24257,                0.88621,                0.91896,                0.95086,                0.97146,                0.79272,                0.78136,                0.41481,                 1.0121,              0.0008876,              0.0008876,              0.0008876
                    311,                0.43419,                0.24852,                0.88851,                0.91211,                 0.9484,                0.97267,                0.79156,                0.78852,                0.41463,                 1.0165,               0.000884,               0.000884,               0.000884
                    312,                0.43059,                0.24641,                 0.8818,                0.90736,                0.93859,                0.97199,                 0.7957,                0.78184,                0.41742,                 1.0127,              0.0008804,              0.0008804,              0.0008804
                    313,                0.41927,                0.24327,                0.88267,                0.91669,                0.91892,                0.97011,                0.79642,                0.78716,                0.41914,                 1.0151,              0.0008768,              0.0008768,              0.0008768
                    314,                0.42087,                0.24003,                0.88217,                0.91331,                0.93189,                0.97084,                0.79298,                0.79027,                0.42326,                 1.0152,              0.0008732,              0.0008732,              0.0008732
                    315,                0.42348,                0.24588,                0.88017,                0.91567,                0.93375,                  0.969,                0.79058,                0.78674,                0.43366,                  1.013,              0.0008696,              0.0008696,              0.0008696
                    316,                0.42101,                0.24152,                0.87652,                0.92013,                0.93403,                0.97247,                0.79436,                0.78966,                0.42357,                 1.0132,               0.000866,               0.000866,               0.000866
                    317,                0.42834,                0.24106,                0.87785,                0.90001,                0.95099,                0.97376,                0.79337,                0.78545,                 0.4084,                 1.0094,              0.0008624,              0.0008624,              0.0008624
                    318,                0.40408,                0.23414,                0.86668,                0.90594,                0.94661,                  0.973,                0.79522,                0.78572,                0.40956,                 1.0115,              0.0008588,              0.0008588,              0.0008588
                    319,                0.42362,                0.24243,                0.88525,                0.91373,                0.94349,                0.97194,                0.79118,                 0.7858,                0.40643,                 1.0144,              0.0008552,              0.0008552,              0.0008552
                    320,                0.41512,                0.23746,                0.88792,                0.91026,                0.94349,                0.97044,                0.79376,                0.78301,                0.41484,                 1.0133,              0.0008516,              0.0008516,              0.0008516
