                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    145,                0.60489,                0.32575,                0.96899,                0.93687,                0.92875,                0.97735,                 0.7908,                0.78019,                  0.419,                 1.0013,              0.0014816,              0.0014816,              0.0014816
                    146,                0.60382,                0.33203,                0.96541,                0.94176,                0.93857,                0.97358,                0.80087,                 0.7654,                 0.4041,                0.99643,               0.001478,               0.001478,               0.001478
                    147,                0.59548,                0.33446,                0.95832,                0.92197,                0.93857,                0.97406,                0.79024,                0.77059,                0.42218,                0.99689,              0.0014744,              0.0014744,              0.0014744
                    148,                0.59556,                0.33031,                0.95758,                0.91446,                0.92875,                0.96987,                0.79286,                0.77169,                0.42368,                0.99928,              0.0014708,              0.0014708,              0.0014708
                    149,                0.59937,                0.33242,                0.95898,                0.91948,                0.94595,                 0.9704,                0.78541,                0.78942,                0.42107,                 1.0112,              0.0014672,              0.0014672,              0.0014672
                    150,                0.59405,                0.32572,                0.96415,                 0.9434,                0.91155,                0.97143,                0.78007,                0.77546,                0.41351,                 1.0021,              0.0014636,              0.0014636,              0.0014636
                    151,                0.60613,                0.32787,                 0.9548,                0.92702,                0.94595,                 0.9794,                0.79744,                0.77748,                0.40318,                 1.0003,                0.00146,                0.00146,                0.00146
                    152,                0.58565,                0.32213,                0.95131,                 0.9373,                0.92383,                0.97576,                0.79225,                 0.7806,                0.39847,                 1.0037,              0.0014564,              0.0014564,              0.0014564
                    153,                0.59342,                0.32733,                0.96227,                0.92951,                0.93612,                0.96625,                0.78366,                0.77918,                0.42264,                 1.0033,              0.0014528,              0.0014528,              0.0014528
                    154,                0.58193,                0.32117,                0.95364,                0.92106,                0.93612,                0.97186,                0.78845,                 0.7776,                0.41732,                0.99477,              0.0014492,              0.0014492,              0.0014492
                    155,                0.59382,                0.32197,                0.96173,                0.94612,                0.92383,                0.97185,                0.78841,                0.76844,                0.39908,                0.98962,              0.0014456,              0.0014456,              0.0014456
                    156,                 0.5867,                0.31576,                0.96092,                 0.9249,                0.92875,                 0.9693,                0.78601,                0.77142,                0.42207,                0.99053,               0.001442,               0.001442,               0.001442
                    157,                0.57942,                0.31959,                0.94639,                0.92718,                0.93366,                0.97076,                 0.7857,                0.78266,                0.41961,                 0.9978,              0.0014384,              0.0014384,              0.0014384
                    158,                0.58124,                0.31494,                 0.9509,                0.91836,                0.95332,                0.97366,                0.79271,                0.77507,                0.39861,                0.99422,              0.0014348,              0.0014348,              0.0014348
                    159,                0.58671,                 0.3144,                0.94937,                0.93201,                0.93612,                0.97205,                0.79162,                0.77678,                0.40387,                0.99646,              0.0014312,              0.0014312,              0.0014312
                    160,                 0.5972,                0.32833,                0.96096,                0.92927,                0.93619,                0.97488,                0.79885,                0.76714,                0.40392,                0.99492,              0.0014276,              0.0014276,              0.0014276
                    161,                0.58352,                0.31763,                0.95064,                0.92279,                0.93971,                0.97057,                0.78812,                0.78529,                0.41434,                0.99763,               0.001424,               0.001424,               0.001424
                    162,                0.58119,                0.31892,                0.96487,                0.94226,                0.93366,                0.97304,                0.79522,                0.78318,                0.40981,                0.99605,              0.0014204,              0.0014204,              0.0014204
                    163,                 0.5917,                0.32251,                0.96302,                0.91286,                0.95232,                0.97222,                0.79526,                 0.7766,                0.42226,                0.99895,              0.0014168,              0.0014168,              0.0014168
                    164,                0.56572,                0.30963,                0.94452,                0.92909,                0.92138,                0.97212,                0.79608,                 0.7686,                0.41225,                0.99268,              0.0014132,              0.0014132,              0.0014132
                    165,                0.57306,                0.31325,                0.95415,                0.92967,                0.91892,                0.96982,                0.78468,                0.78425,                0.42038,                0.99992,              0.0014096,              0.0014096,              0.0014096
                    166,                 0.5655,                0.31388,                0.94618,                0.91663,                0.94552,                  0.974,                0.79619,                0.77178,                0.41327,                0.98785,               0.001406,               0.001406,               0.001406
                    167,                 0.5741,                0.31608,                0.94597,                0.92703,                0.93612,                0.97146,                0.78837,                0.78962,                0.42118,                 1.0024,              0.0014024,              0.0014024,              0.0014024
                    168,                0.55945,                0.31024,                0.94892,                 0.9275,                0.94293,                0.97413,                 0.7965,                0.76794,                0.40892,                0.99855,              0.0013988,              0.0013988,              0.0013988
                    169,                 0.5678,                0.31325,                0.95573,                0.92341,                0.94798,                0.97113,                0.79405,                0.77238,                0.40945,                0.99556,              0.0013952,              0.0013952,              0.0013952
                    170,                0.56334,                0.31398,                 0.9381,                0.92192,                0.92835,                0.97265,                0.79547,                 0.7864,                0.41365,                 1.0006,              0.0013916,              0.0013916,              0.0013916
                    171,                0.56713,                0.30402,                0.94046,                0.92186,                0.93366,                0.96569,                0.78714,                0.77292,                0.42442,                0.99416,               0.001388,               0.001388,               0.001388
                    172,                0.56324,                0.31205,                0.94452,                0.92662,                0.93074,                0.97188,                0.78829,                0.78227,                0.41858,                0.99841,              0.0013844,              0.0013844,              0.0013844
                    173,                0.57371,                0.31382,                 0.9438,                0.93128,                0.93231,                0.97305,                0.79388,                0.77516,                0.41657,                0.99435,              0.0013808,              0.0013808,              0.0013808
                    174,                0.56314,                0.31154,                0.94311,                0.94386,                0.93366,                0.97521,                0.79394,                0.76752,                0.40169,                0.99524,              0.0013772,              0.0013772,              0.0013772
                    175,                0.55124,                0.30159,                0.93948,                0.93336,                0.92917,                0.97432,                0.79703,                 0.7701,                0.41225,                 0.9996,              0.0013736,              0.0013736,              0.0013736
                    176,                0.56015,                0.30732,                0.93611,                0.92841,                0.92401,                 0.9727,                0.78724,                0.77388,                0.40545,                0.99294,                0.00137,                0.00137,                0.00137
                    177,                0.54666,                0.30314,                0.94137,                0.91961,                0.92747,                0.96872,                0.79294,                0.76394,                0.41391,                0.99165,              0.0013664,              0.0013664,              0.0013664
                    178,                0.55775,                0.30729,                0.93884,                0.93158,                0.92875,                0.97104,                0.78959,                0.78289,                0.41415,                0.99972,              0.0013628,              0.0013628,              0.0013628
                    179,                0.56513,                 0.3132,                0.95133,                0.92516,                0.93857,                0.97499,                 0.7964,                0.78347,                0.40885,                 0.9987,              0.0013592,              0.0013592,              0.0013592
                    180,                0.56605,                0.30147,                0.94668,                0.92162,                0.94349,                0.96982,                0.78886,                0.78016,                0.40231,                 0.9952,              0.0013556,              0.0013556,              0.0013556
                    181,                0.55949,                0.29995,                0.93991,                 0.9248,                0.93672,                0.97108,                  0.796,                0.76557,                0.40783,                0.99572,               0.001352,               0.001352,               0.001352
                    182,                0.56497,                0.30612,                0.94208,                0.92941,                0.94103,                0.97516,                0.79211,                0.77122,                0.39874,                0.99332,              0.0013484,              0.0013484,              0.0013484
                    183,                0.56075,                0.30371,                0.94066,                0.92583,                0.95072,                 0.9735,                0.79455,                0.77907,                0.38623,                0.99014,              0.0013448,              0.0013448,              0.0013448
                    184,                0.54763,                0.29863,                0.93191,                0.93227,                0.92875,                0.97005,                0.79444,                0.76669,                0.40725,                0.98819,              0.0013412,              0.0013412,              0.0013412
                    185,                0.54525,                0.30067,                0.93435,                0.92854,                0.92588,                0.97204,                0.78959,                0.77076,                0.40282,                0.99431,              0.0013376,              0.0013376,              0.0013376
                    186,                0.55466,                0.30392,                0.92815,                0.93322,                0.92705,                0.97508,                0.79364,                0.77663,                0.39798,                0.99546,               0.001334,               0.001334,               0.001334
                    187,                0.54719,                 0.3036,                 0.9371,                0.91599,                0.93366,                0.96865,                0.78735,                0.77791,                0.41592,                0.99668,              0.0013304,              0.0013304,              0.0013304
                    188,                0.54551,                0.30614,                0.93765,                0.92885,                 0.9312,                0.97403,                0.80464,                0.76461,                0.39649,                0.98409,              0.0013268,              0.0013268,              0.0013268
                    189,                 0.5396,                0.30162,                0.93941,                0.91948,                0.95395,                0.97141,                0.79858,                 0.7739,                0.40507,                0.99369,              0.0013232,              0.0013232,              0.0013232
                    190,                0.54414,                0.30152,                0.92767,                0.92384,                0.94595,                0.97196,                 0.7986,                0.75329,                0.40189,                0.98054,              0.0013196,              0.0013196,              0.0013196
                    191,                0.53516,                0.29225,                0.92412,                0.93847,                 0.9368,                 0.9722,                0.79419,                0.76794,                0.40168,                0.99463,               0.001316,               0.001316,               0.001316
                    192,                0.53303,                0.29812,                0.92799,                0.93151,                0.93569,                0.97428,                0.79737,                0.77947,                0.39738,                0.99651,              0.0013124,              0.0013124,              0.0013124
                    193,                  0.521,                0.29527,                 0.9266,                0.92375,                0.92275,                0.96861,                0.78566,                0.78155,                0.43015,                0.99942,              0.0013088,              0.0013088,              0.0013088
                    194,                0.54732,                0.30481,                 0.9316,                 0.9205,                0.94103,                0.97585,                0.79618,                0.77745,                0.40561,                0.99455,              0.0013052,              0.0013052,              0.0013052
                    195,                 0.5494,                0.30516,                0.93235,                0.91897,                0.93857,                0.97192,                0.79551,                0.78507,                0.41608,                 1.0015,              0.0013016,              0.0013016,              0.0013016
                    196,                0.53075,                0.29547,                  0.928,                0.92713,                0.94103,                0.97238,                0.79357,                0.78902,                 0.4232,                 0.9991,               0.001298,               0.001298,               0.001298
                    197,                0.54942,                0.30036,                0.93773,                0.92221,                0.94349,                0.97039,                0.79095,                0.77843,                0.42413,                      1,              0.0012944,              0.0012944,              0.0012944
                    198,                0.53412,                0.29487,                 0.9285,                0.94041,                0.93366,                0.97304,                0.79145,                0.78702,                0.41067,                 1.0082,              0.0012908,              0.0012908,              0.0012908
                    199,                0.53596,                0.29989,                0.92895,                0.91478,                0.94952,                0.97721,                0.79493,                0.78252,                0.40595,                  1.005,              0.0012872,              0.0012872,              0.0012872
                    200,                0.53371,                0.29548,                0.92817,                0.93154,                 0.9361,                0.97533,                0.79525,                0.76989,                0.39031,                  0.996,              0.0012836,              0.0012836,              0.0012836
                    201,                  0.534,                0.29283,                0.91553,                0.93619,                0.93721,                 0.9757,                0.78997,                0.78348,                0.40644,                 1.0017,                0.00128,                0.00128,                0.00128
                    202,                0.52829,                0.29161,                0.91805,                0.94741,                0.92951,                0.97089,                0.79451,                0.77696,                0.40733,                0.99844,              0.0012764,              0.0012764,              0.0012764
                    203,                0.52675,                0.29645,                0.92273,                0.90884,                0.93857,                0.96849,                0.78681,                0.78796,                0.43257,                 1.0063,              0.0012728,              0.0012728,              0.0012728
                    204,                0.52852,                0.28676,                0.93165,                0.93391,                0.92875,                0.97227,                0.79377,                0.76751,                0.40909,                0.99617,              0.0012692,              0.0012692,              0.0012692
                    205,                0.52463,                 0.2865,                0.92204,                0.94097,                0.94349,                0.97709,                0.79362,                0.78164,                0.40683,                 1.0023,              0.0012656,              0.0012656,              0.0012656
                    206,                0.52351,                0.28844,                0.91858,                0.92413,                0.94349,                0.97394,                0.79638,                0.77197,                0.40836,                0.99573,               0.001262,               0.001262,               0.001262
                    207,                0.53731,                0.29894,                0.92627,                0.93638,                0.92138,                0.97179,                0.78987,                0.78639,                0.41138,                0.99782,              0.0012584,              0.0012584,              0.0012584
                    208,                0.51529,                 0.2967,                0.92591,                0.93303,                 0.9312,                0.97431,                0.79115,                0.79186,                0.41535,                 1.0075,              0.0012548,              0.0012548,              0.0012548
                    209,                0.52316,                0.28776,                0.92303,                0.92211,                0.93857,                0.97098,                0.79369,                0.78431,                 0.4078,                0.99976,              0.0012512,              0.0012512,              0.0012512
                    210,                0.51939,                0.29145,                0.92961,                0.94072,                0.93571,                0.97499,                0.79259,                0.78255,                  0.403,                 1.0011,              0.0012476,              0.0012476,              0.0012476
                    211,                 0.5081,                0.28987,                0.92323,                0.92969,                0.93857,                 0.9762,                0.79921,                0.76937,                0.41567,                0.99274,               0.001244,               0.001244,               0.001244
                    212,                0.53273,                0.29456,                 0.9215,                 0.9177,                0.93612,                0.97135,                0.79223,                 0.7735,                 0.4306,                0.99619,              0.0012404,              0.0012404,              0.0012404
                    213,                0.52766,                0.28344,                0.92629,                0.93744,                0.93612,                0.97271,                0.78742,                0.80174,                0.42635,                 1.0101,              0.0012368,              0.0012368,              0.0012368
                    214,                0.52454,                0.28413,                0.91853,                 0.9209,                0.94402,                0.96997,                0.79103,                0.78385,                0.42547,                0.99883,              0.0012332,              0.0012332,              0.0012332
                    215,                0.52989,                0.28976,                0.92697,                0.93106,                0.94349,                0.97333,                0.79188,                0.78263,                0.41384,                0.99647,              0.0012296,              0.0012296,              0.0012296
                    216,                0.51869,                0.29119,                 0.9223,                0.93549,                 0.9312,                0.97199,                0.78649,                0.77621,                0.41957,                0.99517,               0.001226,               0.001226,               0.001226
                    217,                0.51874,                0.28717,                0.92634,                0.92478,                0.93637,                0.97129,                0.78329,                0.78668,                0.42003,                0.99921,              0.0012224,              0.0012224,              0.0012224
                    218,                0.50676,                0.28137,                0.90873,                0.93267,                0.93366,                0.97158,                 0.7904,                0.78111,                0.42047,                0.99966,              0.0012188,              0.0012188,              0.0012188
                    219,                0.49793,                0.27907,                0.91281,                 0.9417,                0.93857,                0.97661,                0.79477,                0.77869,                 0.4008,                0.99531,              0.0012152,              0.0012152,              0.0012152
                    220,                0.50811,                0.28143,                0.93099,                0.93244,                0.94944,                0.97969,                0.80416,                0.77065,                0.38815,                0.98726,              0.0012116,              0.0012116,              0.0012116
                    221,                0.50779,                0.28629,                0.91341,                0.93432,                0.94363,                0.97996,                0.79976,                0.77568,                0.39104,                0.99435,               0.001208,               0.001208,               0.001208
                    222,                0.51155,                0.28791,                0.91127,                 0.9362,                0.93743,                0.97776,                0.79733,                0.77904,                0.39263,                 0.9951,              0.0012044,              0.0012044,              0.0012044
                    223,                0.50578,                0.27788,                0.90111,                0.93276,                0.93857,                0.97551,                0.79547,                0.77438,                0.39347,                0.99405,              0.0012008,              0.0012008,              0.0012008
                    224,                0.49644,                0.27488,                0.89673,                0.92265,                0.94103,                0.97558,                0.79665,                0.77699,                0.39745,                0.99382,              0.0011972,              0.0011972,              0.0011972
                    225,                0.49628,                0.27455,                0.90851,                0.91348,                 0.9339,                0.97264,                0.79353,                0.79013,                0.41243,                 1.0094,              0.0011936,              0.0011936,              0.0011936
                    226,                0.49536,                0.27264,                0.90623,                0.92634,                0.94103,                0.97445,                0.79277,                0.78917,                 0.4151,                 1.0075,                0.00119,                0.00119,                0.00119
                    227,                0.50511,                0.28051,                0.91059,                0.92176,                0.93366,                0.97437,                0.79317,                0.77605,                0.41244,                 1.0004,              0.0011864,              0.0011864,              0.0011864
                    228,                0.49483,                0.28216,                0.91275,                0.94324,                 0.9312,                0.97583,                0.80014,                0.77252,                0.39357,                0.99644,              0.0011828,              0.0011828,              0.0011828
                    229,                0.49403,                0.27834,                0.91378,                0.93013,                0.92875,                0.97672,                0.79546,                 0.7708,                0.40529,                 1.0011,              0.0011792,              0.0011792,              0.0011792
                    230,                0.49835,                0.27704,                0.91465,                0.93841,                0.93612,                0.97507,                0.79167,                0.78127,                 0.4088,                 1.0015,              0.0011756,              0.0011756,              0.0011756
                    231,                0.50405,                0.28369,                0.91486,                0.93603,                0.93477,                0.97264,                0.79416,                0.78098,                0.40612,                0.99818,               0.001172,               0.001172,               0.001172
                    232,                0.49344,                 0.2759,                0.91462,                0.92907,                0.94103,                0.97289,                0.78983,                0.79325,                0.41619,                 1.0102,              0.0011684,              0.0011684,              0.0011684
                    233,                0.49412,                0.27478,                0.91077,                0.93337,                0.93366,                 0.9748,                0.78975,                0.79443,                0.41577,                 1.0087,              0.0011648,              0.0011648,              0.0011648
                    234,                0.48807,                0.28018,                0.91109,                0.92249,                0.93366,                0.97264,                0.79012,                0.78864,                0.40994,                 1.0041,              0.0011612,              0.0011612,              0.0011612
                    235,                0.49031,                0.27693,                0.90667,                0.91993,                0.93366,                0.97161,                0.79223,                0.78809,                0.40692,                 1.0032,              0.0011576,              0.0011576,              0.0011576
                    236,                0.49652,                0.28122,                0.89334,                0.93508,                0.92007,                0.97405,                0.79953,                0.78843,                0.40764,                 1.0055,               0.001154,               0.001154,               0.001154
                    237,                0.49866,                0.27883,                  0.916,                0.94433,                  0.917,                0.97324,                0.78852,                0.78985,                0.41353,                 1.0062,              0.0011504,              0.0011504,              0.0011504
                    238,                0.49011,                0.27493,                0.90249,                0.93592,                0.93298,                0.97356,                0.78834,                0.79538,                 0.4122,                 1.0102,              0.0011468,              0.0011468,              0.0011468
                    239,                0.49283,                0.27126,                0.90235,                0.93186,                0.94349,                0.97585,                0.79312,                0.79315,                 0.4006,                 1.0078,              0.0011432,              0.0011432,              0.0011432
                    240,                0.49574,                0.27835,                0.90552,                0.94392,                0.92875,                0.97312,                0.79246,                0.79073,                0.41339,                 1.0083,              0.0011396,              0.0011396,              0.0011396
                    241,                0.48696,                0.27513,                0.91381,                0.92472,                0.93557,                0.97153,                0.78581,                0.79677,                 0.4252,                 1.0142,               0.001136,               0.001136,               0.001136
                    242,                0.48225,                0.27082,                0.90087,                0.92539,                0.94466,                0.97344,                0.79509,                0.78529,                0.41903,                 1.0027,              0.0011324,              0.0011324,              0.0011324
                    243,                0.50378,                0.28173,                0.91984,                0.93125,                0.94595,                0.97247,                0.79102,                0.78848,                0.42195,                 1.0043,              0.0011288,              0.0011288,              0.0011288
                    244,                0.49387,                0.27589,                0.90557,                 0.9361,                0.93579,                0.97197,                0.79298,                0.78875,                0.42352,                 1.0022,              0.0011252,              0.0011252,              0.0011252
                    245,                0.49173,                0.27115,                0.90436,                0.93163,                0.93751,                0.97351,                0.79488,                  0.784,                0.42815,                 1.0048,              0.0011216,              0.0011216,              0.0011216
                    246,                0.47153,                0.26038,                0.90964,                0.93348,                0.93366,                0.97437,                0.79572,                0.78265,                0.41581,                0.99875,               0.001118,               0.001118,               0.001118
                    247,                0.47589,                0.26605,                0.90442,                 0.9249,                0.93799,                0.97078,                0.79385,                0.77758,                0.42352,                0.99694,              0.0011144,              0.0011144,              0.0011144
                    248,                0.47753,                0.26955,                0.90232,                0.92195,                0.94103,                0.97191,                0.79265,                0.77716,                0.41625,                0.99689,              0.0011108,              0.0011108,              0.0011108
                    249,                0.47939,                0.27319,                0.90096,                0.91617,                0.93984,                0.97028,                0.78607,                0.79074,                0.41814,                 1.0092,              0.0011072,              0.0011072,              0.0011072
                    250,                0.48138,                0.26911,                0.90542,                0.92512,                0.94099,                0.97362,                0.79364,                0.78909,                0.41248,                 1.0071,              0.0011036,              0.0011036,              0.0011036
                    251,                0.48803,                0.27065,                0.90052,                0.90824,                0.95577,                 0.9731,                0.79592,                0.78172,                0.41384,                0.99691,                 0.0011,                 0.0011,                 0.0011
                    252,                0.46719,                0.26406,                 0.8947,                0.91708,                0.92388,                0.97371,                 0.7913,                0.77955,                0.41482,                 1.0029,              0.0010964,              0.0010964,              0.0010964
                    253,                0.47872,                0.27134,                0.90234,                0.91222,                0.94595,                0.97105,                0.79142,                0.78448,                 0.4208,                 1.0025,              0.0010928,              0.0010928,              0.0010928
                    254,                0.47571,                0.26857,                 0.9016,                0.91551,                0.93179,                 0.9698,                0.78586,                0.78483,                0.42748,                 1.0013,              0.0010892,              0.0010892,              0.0010892
                    255,                0.46638,                0.25934,                0.89405,                0.92272,                0.93874,                0.97033,                0.79218,                0.78862,                0.41853,                 1.0102,              0.0010856,              0.0010856,              0.0010856
                    256,                0.46758,                0.26299,                0.89563,                0.91286,                0.94349,                 0.9717,                0.78679,                0.78339,                0.43182,                 1.0089,               0.001082,               0.001082,               0.001082
                    257,                0.47331,                0.26417,                0.90028,                0.92478,                0.94103,                0.97156,                0.78695,                0.78906,                0.41342,                 1.0102,              0.0010784,              0.0010784,              0.0010784
                    258,                0.46866,                0.26233,                0.89604,                0.92501,                0.93366,                0.97127,                0.79188,                 0.7809,                0.42548,                 1.0012,              0.0010748,              0.0010748,              0.0010748
                    259,                  0.474,                0.26052,                0.90432,                0.91865,                 0.9434,                 0.9725,                0.79415,                0.78149,                 0.4239,                 1.0014,              0.0010712,              0.0010712,              0.0010712
                    260,                0.46867,                0.26011,                0.89583,                0.91987,                0.93612,                0.97102,                0.79307,                0.77494,                0.41231,                0.99954,              0.0010676,              0.0010676,              0.0010676
                    261,                0.46262,                0.26061,                0.88802,                0.91631,                0.94103,                0.97004,                0.79239,                0.77779,                0.41135,                 1.0043,               0.001064,               0.001064,               0.001064
                    262,                0.46714,                0.26494,                0.89263,                0.92422,                0.94103,                0.96994,                 0.7903,                0.79447,                0.42363,                 1.0101,              0.0010604,              0.0010604,              0.0010604
                    263,                0.45531,                0.26233,                 0.9009,                0.92902,                0.93265,                0.97108,                0.79539,                0.77884,                0.42348,                0.99897,              0.0010568,              0.0010568,              0.0010568
                    264,                0.46102,                0.25968,                0.89207,                0.93381,                0.93596,                0.97129,                0.79383,                0.78256,                0.41016,                  1.002,              0.0010532,              0.0010532,              0.0010532
                    265,                0.45908,                0.25768,                0.89141,                0.91313,                0.95086,                0.96979,                0.78921,                0.78397,                0.41664,                 1.0072,              0.0010496,              0.0010496,              0.0010496
                    266,                0.47023,                0.26391,                0.89018,                0.90024,                0.95577,                0.96973,                0.79276,                0.78192,                0.41283,                 1.0056,               0.001046,               0.001046,               0.001046
                    267,                 0.4583,                0.25564,                0.88926,                0.92148,                0.92268,                0.96946,                0.78928,                0.78419,                0.41736,                 1.0048,              0.0010424,              0.0010424,              0.0010424
                    268,                0.46395,                0.25594,                0.90723,                0.92863,                0.92714,                0.97212,                0.79369,                0.78011,                 0.4095,                 1.0013,              0.0010388,              0.0010388,              0.0010388
                    269,                0.47078,                0.26404,                0.90052,                0.92174,                 0.9312,                 0.9719,                 0.7937,                0.78961,                0.40903,                 1.0088,              0.0010352,              0.0010352,              0.0010352
                    270,                0.46467,                0.26904,                0.89585,                0.92135,                0.92138,                0.97345,                0.79116,                0.78975,                0.41427,                 1.0151,              0.0010316,              0.0010316,              0.0010316
                    271,                0.46509,                0.26733,                0.89741,                0.90617,                0.94914,                 0.9707,                0.79358,                0.78737,                0.41416,                 1.0126,               0.001028,               0.001028,               0.001028
                    272,                0.46755,                0.25894,                0.90274,                0.92326,                0.94596,                0.97398,                0.79047,                0.78918,                0.41668,                 1.0099,              0.0010244,              0.0010244,              0.0010244
                    273,                 0.4622,                0.26448,                0.89541,                0.91418,                0.94228,                0.97211,                0.79351,                0.79375,                0.42274,                 1.0126,              0.0010208,              0.0010208,              0.0010208
                    274,                 0.4553,                0.25739,                0.89126,                0.91155,                0.93692,                0.97086,                0.79226,                0.78926,                0.42597,                 1.0108,              0.0010172,              0.0010172,              0.0010172
                    275,                0.46422,                0.26355,                0.89062,                0.92451,                0.93281,                0.97064,                0.79185,                0.79796,                 0.4275,                 1.0161,              0.0010136,              0.0010136,              0.0010136
                    276,                0.46051,                0.25693,                 0.9036,                0.91719,                0.94103,                0.96945,                0.79227,                0.79051,                0.41649,                 1.0115,                0.00101,                0.00101,                0.00101
                    277,                0.45355,                0.25934,                0.89034,                0.91411,                0.94141,                 0.9685,                0.79076,                0.79616,                0.41701,                 1.0138,              0.0010064,              0.0010064,              0.0010064
                    278,                0.44906,                0.25318,                0.89315,                0.90358,                0.94401,                0.97038,                0.78751,                0.80167,                0.42155,                 1.0145,              0.0010028,              0.0010028,              0.0010028
                    279,                0.45063,                0.25765,                0.89132,                0.92286,                0.94065,                0.96988,                0.78974,                0.79244,                0.41203,                 1.0126,              0.0009992,              0.0009992,              0.0009992
                    280,                0.45108,                0.25394,                0.89889,                0.93123,                0.95086,                0.97157,                0.78958,                0.78325,                0.40382,                 1.0074,              0.0009956,              0.0009956,              0.0009956
                    281,                0.45453,                0.26102,                0.88922,                0.91901,                0.94797,                0.96584,                0.78864,                0.78512,                0.41497,                 1.0067,               0.000992,               0.000992,               0.000992
                    282,                0.44358,                0.25355,                0.88919,                0.91719,                0.94595,                0.96928,                0.79199,                0.78726,                0.41938,                 1.0125,              0.0009884,              0.0009884,              0.0009884
                    283,                0.44423,                0.25602,                0.88962,                0.90815,                 0.9484,                0.96749,                0.78569,                0.79708,                0.41923,                 1.0173,              0.0009848,              0.0009848,              0.0009848
                    284,                0.45182,                0.25761,                0.89083,                0.92244,                0.93511,                0.96707,                0.78686,                0.79252,                0.42481,                 1.0206,              0.0009812,              0.0009812,              0.0009812
                    285,                0.45139,                0.25513,                0.89218,                0.91329,                 0.9484,                0.96735,                0.78646,                0.79765,                0.41929,                 1.0171,              0.0009776,              0.0009776,              0.0009776
                    286,                0.44017,                0.24772,                0.88976,                0.91706,                0.95082,                0.96863,                0.79104,                0.78972,                0.41274,                 1.0131,               0.000974,               0.000974,               0.000974
                    287,                0.45562,                0.25543,                0.89003,                0.91898,                0.94103,                0.96467,                0.79224,                 0.7909,                 0.4251,                 1.0162,              0.0009704,              0.0009704,              0.0009704
                    288,                0.45761,                0.26267,                 0.8861,                0.92542,                0.94517,                0.97094,                0.79288,                0.78825,                0.41125,                 1.0108,              0.0009668,              0.0009668,              0.0009668
                    289,                 0.4466,                0.25442,                0.88387,                0.91461,                0.94737,                 0.9707,                0.79774,                0.78559,                0.39548,                 1.0078,              0.0009632,              0.0009632,              0.0009632
                    290,                0.43224,                0.24653,                0.88467,                0.92226,                0.93612,                0.96812,                0.79156,                0.78928,                0.39743,                 1.0113,              0.0009596,              0.0009596,              0.0009596
                    291,                0.44032,                0.24944,                0.87886,                0.91349,                  0.934,                0.97116,                0.79192,                0.78877,                0.41279,                 1.0091,               0.000956,               0.000956,               0.000956
                    292,                0.43358,                0.24834,                 0.8869,                0.91609,                0.93612,                0.97122,                0.79029,                0.79309,                0.42093,                 1.0109,              0.0009524,              0.0009524,              0.0009524
                    293,                 0.4467,                0.25231,                0.89049,                0.92635,                0.94103,                0.96913,                0.78951,                0.79262,                0.43067,                 1.0146,              0.0009488,              0.0009488,              0.0009488
                    294,                0.44958,                0.25531,                0.89384,                0.92973,                0.92383,                0.96922,                0.79029,                0.79315,                0.42126,                 1.0129,              0.0009452,              0.0009452,              0.0009452
                    295,                0.44542,                0.24816,                 0.8856,                0.92664,                0.93103,                0.96673,                0.78805,                0.79365,                 0.4332,                 1.0098,              0.0009416,              0.0009416,              0.0009416
                    296,                0.42822,                0.24402,                0.88422,                0.91158,                0.93857,                0.96474,                0.78582,                0.79096,                0.41319,                 1.0136,               0.000938,               0.000938,               0.000938
                    297,                0.42948,                0.24433,                0.88125,                0.91436,                0.94103,                0.96785,                0.79221,                0.77995,                0.41612,                 1.0068,              0.0009344,              0.0009344,              0.0009344
                    298,                0.44153,                0.24935,                  0.885,                0.91908,                0.95332,                0.96628,                 0.7903,                0.78288,                0.40679,                 1.0057,              0.0009308,              0.0009308,              0.0009308
                    299,                0.42454,                0.23919,                0.88145,                0.91902,                0.94808,                0.96864,                0.79347,                0.78433,                0.41035,                 1.0065,              0.0009272,              0.0009272,              0.0009272
                    300,                0.42964,                0.24632,                0.88347,                0.91739,                 0.9484,                0.96993,                0.79349,                0.78894,                0.40882,                   1.01,              0.0009236,              0.0009236,              0.0009236
                    301,                0.44164,                0.25289,                0.88645,                0.93351,                0.93612,                0.96997,                0.79358,                0.78369,                0.40703,                 1.0091,                0.00092,                0.00092,                0.00092
                    302,                0.42773,                0.24736,                0.87648,                0.92221,                 0.9312,                0.96844,                0.79256,                0.78638,                 0.4177,                 1.0128,              0.0009164,              0.0009164,              0.0009164
                    303,                0.44128,                0.25293,                0.88375,                0.92453,                0.93311,                0.96801,                0.79294,                0.78835,                 0.4227,                 1.0106,              0.0009128,              0.0009128,              0.0009128
                    304,                0.42868,                0.24782,                0.87328,                0.91778,                 0.9312,                0.96989,                0.78961,                0.78913,                   0.42,                 1.0142,              0.0009092,              0.0009092,              0.0009092
                    305,                0.43113,                 0.2457,                0.88944,                 0.9201,                0.93376,                 0.9728,                 0.7956,                0.78386,                0.41812,                 1.0067,              0.0009056,              0.0009056,              0.0009056
