                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    155,                0.67305,                0.37789,                0.96777,                0.90586,                0.94574,                0.97613,                0.78806,                0.78149,                0.41074,                0.97203,              0.0014456,              0.0014456,              0.0014456
                    156,                0.69743,                0.38234,                0.98094,                0.94675,                0.91728,                 0.9744,                0.79091,                0.78256,                 0.3985,                0.96803,               0.001442,               0.001442,               0.001442
                    157,                 0.6654,                0.37468,                0.95967,                0.92075,                0.94201,                0.97669,                0.79531,                0.78439,                0.40415,                 0.9728,              0.0014384,              0.0014384,              0.0014384
                    158,                0.67756,                0.37391,                0.96929,                0.92996,                0.93612,                0.97811,                0.79135,                0.78952,                 0.3905,                0.97593,              0.0014348,              0.0014348,              0.0014348
                    159,                0.67801,                0.36928,                0.96827,                0.92226,                0.93271,                0.97605,                0.79595,                0.77289,                0.39856,                0.96683,              0.0014312,              0.0014312,              0.0014312
                    160,                0.68944,                0.38021,                0.97966,                0.92626,                0.93366,                 0.9752,                0.80294,                0.76938,                0.39867,                0.96828,              0.0014276,              0.0014276,              0.0014276
                    161,                0.67889,                0.36796,                0.96978,                0.93628,                0.90255,                0.97312,                0.78867,                0.77906,                0.40714,                0.97305,               0.001424,               0.001424,               0.001424
                    162,                0.67126,                0.37027,                0.97192,                0.94453,                 0.9204,                0.97161,                0.79248,                0.77544,                 0.4086,                0.97022,              0.0014204,              0.0014204,              0.0014204
                    163,                0.67733,                0.37304,                0.97334,                0.93508,                0.92138,                 0.9727,                0.78686,                0.77885,                0.41468,                0.97356,              0.0014168,              0.0014168,              0.0014168
                    164,                0.66696,                0.36976,                0.96615,                0.94312,                0.89622,                0.97644,                0.79468,                0.77795,                0.40161,                0.97103,              0.0014132,              0.0014132,              0.0014132
                    165,                0.66353,                0.37464,                0.97395,                0.94443,                0.91869,                 0.9736,                0.79531,                0.77996,                0.39961,                0.97033,              0.0014096,              0.0014096,              0.0014096
                    166,                0.66732,                0.37292,                0.96598,                0.93634,                0.92875,                0.97769,                0.79449,                0.77903,                0.39121,                0.96831,               0.001406,               0.001406,               0.001406
                    167,                0.66765,                0.36829,                0.96411,                0.92646,                0.92383,                0.97151,                0.79125,                0.78118,                0.39899,                0.96991,              0.0014024,              0.0014024,              0.0014024
                    168,                0.66507,                0.37219,                0.97317,                0.93699,                0.91336,                0.97512,                0.79642,                 0.7742,                0.40261,                0.97261,              0.0013988,              0.0013988,              0.0013988
                    169,                0.66762,                0.37286,                0.97044,                0.94847,                0.90442,                0.97577,                0.79914,                0.77494,                0.39821,                0.96625,              0.0013952,              0.0013952,              0.0013952
                    170,                0.66078,                0.37222,                 0.9607,                 0.9217,                0.93857,                0.97243,                0.78924,                0.77435,                 0.4095,                0.96955,              0.0013916,              0.0013916,              0.0013916
                    171,                0.66889,                0.36449,                0.96533,                0.89293,                0.94261,                0.97097,                 0.7866,                0.78941,                0.41616,                0.97483,               0.001388,               0.001388,               0.001388
                    172,                0.66579,                0.37254,                 0.9692,                0.95485,                0.88943,                0.97216,                 0.7901,                0.78764,                0.41133,                0.97598,              0.0013844,              0.0013844,              0.0013844
                    173,                  0.677,                0.36956,                0.97022,                0.94844,                0.92383,                 0.9736,                0.79071,                0.78155,                0.40538,                0.97067,              0.0013808,              0.0013808,              0.0013808
                    174,                0.66391,                0.37725,                0.96257,                0.94903,                 0.9149,                0.97704,                0.78845,                0.78187,                0.39591,                0.97206,              0.0013772,              0.0013772,              0.0013772
                    175,                0.64925,                0.36102,                0.96007,                0.92925,                0.92629,                0.97162,                0.79393,                0.77325,                 0.4036,                0.97277,              0.0013736,              0.0013736,              0.0013736
                    176,                0.66142,                0.36659,                0.95821,                0.95399,                0.91692,                0.97549,                0.79512,                0.77824,                0.39493,                0.97008,                0.00137,                0.00137,                0.00137
                    177,                0.65986,                 0.3692,                0.96268,                0.93759,                0.91646,                0.97516,                0.78722,                0.79506,                0.40127,                0.97774,              0.0013664,              0.0013664,              0.0013664
                    178,                 0.6594,                0.36465,                0.96125,                0.94301,                0.93516,                0.97602,                0.78598,                0.78465,                0.39599,                0.97463,              0.0013628,              0.0013628,              0.0013628
                    179,                0.66289,                0.37683,                0.96796,                0.95385,                0.91414,                0.97792,                0.79379,                0.77047,                0.39476,                0.96084,              0.0013592,              0.0013592,              0.0013592
                    180,                0.66653,                0.36853,                0.96418,                0.95451,                  0.914,                0.97806,                0.79364,                0.78119,                0.38947,                0.97315,              0.0013556,              0.0013556,              0.0013556
                    181,                0.67022,                0.36403,                0.97221,                0.92917,                0.92875,                0.97865,                0.79471,                0.77953,                 0.3911,                0.97209,               0.001352,               0.001352,               0.001352
                    182,                0.66408,                0.36436,                0.95502,                0.92916,                0.93366,                0.97726,                 0.7966,                0.76928,                0.38413,                0.96763,              0.0013484,              0.0013484,              0.0013484
                    183,                0.65453,                0.35723,                0.95432,                0.93766,                0.92382,                0.97705,                0.79245,                0.78718,                0.39508,                0.97464,              0.0013448,              0.0013448,              0.0013448
                    184,                0.64986,                0.36035,                0.94901,                0.94008,                 0.9312,                0.97495,                0.79717,                 0.7768,                0.38946,                 0.9759,              0.0013412,              0.0013412,              0.0013412
                    185,                0.64611,                0.36001,                  0.959,                 0.9415,                0.90947,                0.97388,                0.79424,                0.77371,                0.39268,                0.97562,              0.0013376,              0.0013376,              0.0013376
                    186,                 0.6523,                0.36034,                0.95292,                0.92655,                0.93857,                0.97673,                0.79198,                0.78511,                0.39464,                0.97979,               0.001334,               0.001334,               0.001334
                    187,                0.65857,                0.36347,                0.96137,                0.90716,                0.93635,                0.97253,                  0.794,                0.78293,                0.39125,                0.97371,              0.0013304,              0.0013304,              0.0013304
                    188,                0.64391,                0.35792,                0.95668,                0.90962,                 0.9484,                0.97575,                0.79615,                0.78045,                0.39807,                0.97936,              0.0013268,              0.0013268,              0.0013268
                    189,                0.63418,                0.35562,                0.94956,                0.93752,                0.92164,                0.97525,                 0.7945,                 0.7705,                  0.392,                0.96532,              0.0013232,              0.0013232,              0.0013232
                    190,                0.64915,                0.35891,                0.95376,                0.95092,                0.90444,                0.97446,                0.79859,                0.76762,                0.39578,                0.96901,              0.0013196,              0.0013196,              0.0013196
                    191,                0.64949,                0.35728,                0.95194,                0.95104,                0.90681,                0.97697,                0.79935,                0.77385,                0.38988,                0.97258,               0.001316,               0.001316,               0.001316
                    192,                0.64512,                 0.3641,                0.95065,                0.91765,                0.94349,                0.97715,                0.78975,                0.78471,                0.39752,                0.96957,              0.0013124,              0.0013124,              0.0013124
                    193,                0.62854,                0.34988,                0.95074,                0.93395,                0.92629,                0.97184,                0.78528,                0.77409,                0.40025,                0.96746,              0.0013088,              0.0013088,              0.0013088
                    194,                0.66793,                0.36953,                0.95713,                0.94302,                0.92383,                0.97513,                0.79237,                0.77985,                0.39621,                0.96887,              0.0013052,              0.0013052,              0.0013052
                    195,                0.65546,                0.36273,                0.95487,                0.91628,                0.94115,                0.97484,                0.79279,                0.77215,                0.39623,                0.96785,              0.0013016,              0.0013016,              0.0013016
                    196,                0.63865,                0.35542,                0.94628,                0.94086,                0.92138,                 0.9765,                0.78832,                0.78442,                 0.3959,                0.97628,               0.001298,               0.001298,               0.001298
                    197,                0.66065,                0.36282,                0.96219,                0.93719,                0.91656,                0.97488,                0.79021,                0.77662,                0.39428,                0.96987,              0.0012944,              0.0012944,              0.0012944
                    198,                 0.6458,                 0.3593,                0.95113,                0.92934,                0.91155,                0.97421,                0.78879,                 0.7789,                0.39786,                0.97472,              0.0012908,              0.0012908,              0.0012908
                    199,                0.64438,                0.36211,                0.95207,                0.94829,                0.90111,                0.97557,                0.78552,                0.78979,                0.39464,                0.97868,              0.0012872,              0.0012872,              0.0012872
                    200,                0.64115,                0.35111,                0.94759,                0.93869,                0.91892,                0.97505,                0.79507,                 0.7813,                0.39842,                0.97181,              0.0012836,              0.0012836,              0.0012836
                    201,                0.66167,                0.36024,                0.95106,                0.94401,                0.91129,                0.97553,                0.79239,                0.78899,                0.39838,                0.97742,                0.00128,                0.00128,                0.00128
                    202,                0.64886,                0.35743,                0.94973,                0.91988,                0.92138,                0.96943,                0.78602,                0.77878,                0.40814,                0.97635,              0.0012764,              0.0012764,              0.0012764
                    203,                0.63944,                0.34954,                0.94684,                0.92266,                  0.938,                0.97394,                0.78918,                0.78822,                0.39774,                0.97653,              0.0012728,              0.0012728,              0.0012728
                    204,                 0.6359,                0.34608,                0.95128,                0.94689,                0.91999,                0.97197,                0.78773,                 0.7744,                0.40663,                0.97142,              0.0012692,              0.0012692,              0.0012692
                    205,                 0.6354,                0.34981,                0.95275,                0.92897,                0.93195,                0.97605,                0.79461,                0.77944,                0.39855,                0.97195,              0.0012656,              0.0012656,              0.0012656
                    206,                0.63648,                0.35171,                0.94801,                0.92242,                0.93479,                0.97145,                0.79076,                 0.7871,                0.39512,                0.97773,               0.001262,               0.001262,               0.001262
                    207,                0.64643,                0.36263,                0.95114,                0.94114,                  0.914,                0.97302,                0.78994,                0.78709,                0.40115,                0.97567,              0.0012584,              0.0012584,              0.0012584
                    208,                0.62405,                0.35115,                0.95268,                0.94521,                0.93256,                 0.9792,                0.79634,                0.79095,                0.39358,                  0.975,              0.0012548,              0.0012548,              0.0012548
                    209,                0.63173,                0.35128,                0.94061,                0.92455,                0.93331,                 0.9741,                0.78991,                0.79876,                0.40229,                 0.9831,              0.0012512,              0.0012512,              0.0012512
                    210,                0.63215,                0.35531,                0.95622,                0.93136,                0.91646,                0.97547,                0.79095,                 0.7831,                0.41235,                0.97585,              0.0012476,              0.0012476,              0.0012476
                    211,                0.62401,                0.35449,                0.94773,                0.94871,                0.90902,                0.97608,                0.79044,                0.79104,                0.40212,                0.98115,               0.001244,               0.001244,               0.001244
                    212,                0.65508,                0.36719,                0.95069,                0.92827,                0.92217,                0.97346,                0.79261,                0.78024,                0.40387,                0.97231,              0.0012404,              0.0012404,              0.0012404
                    213,                0.63867,                0.34813,                 0.9541,                0.92938,                0.92383,                0.97363,                0.78795,                0.79653,                0.40278,                0.98122,              0.0012368,              0.0012368,              0.0012368
                    214,                0.63455,                0.35011,                0.94437,                0.91897,                0.94745,                0.97305,                0.78355,                0.78713,                0.39904,                0.97378,              0.0012332,              0.0012332,              0.0012332
                    215,                0.64096,                0.35307,                0.94739,                 0.9223,                0.93857,                  0.972,                0.78935,                0.79082,                0.40206,                0.97342,              0.0012296,              0.0012296,              0.0012296
                    216,                0.62339,                0.35019,                0.94665,                0.92455,                0.93332,                0.97419,                0.79283,                0.77872,                0.39618,                0.96972,               0.001226,               0.001226,               0.001226
                    217,                0.63492,                0.35137,                0.95483,                0.91856,                0.94349,                0.97314,                0.78655,                0.79334,                0.40105,                0.97355,              0.0012224,              0.0012224,              0.0012224
                    218,                0.62559,                0.34651,                0.93925,                 0.9162,                 0.9312,                0.97172,                0.78718,                0.77836,                0.40856,                0.97357,              0.0012188,              0.0012188,              0.0012188
                    219,                0.61602,                0.34484,                0.93837,                0.93112,                0.92995,                0.96956,                0.78356,                0.79041,                0.40103,                0.97427,              0.0012152,              0.0012152,              0.0012152
                    220,                0.62625,                0.34232,                0.95824,                0.95901,                0.91986,                0.97285,                0.79229,                0.78851,                0.39944,                  0.972,              0.0012116,              0.0012116,              0.0012116
                    221,                0.63211,                0.35084,                0.94646,                0.93815,                0.91892,                0.97436,                0.79528,                0.77738,                0.38761,                0.96834,               0.001208,               0.001208,               0.001208
                    222,                0.62029,                0.34224,                0.94077,                0.94237,                0.92405,                0.97723,                0.79366,                0.76959,                0.38187,                 0.9669,              0.0012044,              0.0012044,              0.0012044
                    223,                0.62183,                0.33954,                0.92933,                0.94242,                 0.9312,                0.97611,                0.79479,                0.77689,                 0.3837,                0.97044,              0.0012008,              0.0012008,              0.0012008
                    224,                 0.6247,                0.33491,                 0.9289,                0.92403,                0.95636,                 0.9747,                0.79288,                0.77997,                0.38914,                0.97082,              0.0011972,              0.0011972,              0.0011972
                    225,                0.62502,                0.34001,                0.94042,                0.92572,                0.92629,                0.97202,                0.78701,                0.78069,                0.39921,                0.97124,              0.0011936,              0.0011936,              0.0011936
                    226,                0.61845,                0.33506,                  0.933,                0.90815,                0.95823,                0.97656,                0.79335,                0.78993,                0.39431,                 0.9725,                0.00119,                0.00119,                0.00119
                    227,                0.62091,                0.34248,                0.93901,                0.94427,                0.91589,                0.97345,                0.79655,                 0.7747,                0.40833,                0.97117,              0.0011864,              0.0011864,              0.0011864
                    228,                0.62434,                0.34828,                0.94714,                0.94945,                0.92875,                0.97817,                0.79447,                0.77664,                0.38003,                0.97447,              0.0011828,              0.0011828,              0.0011828
                    229,                 0.6179,                0.33791,                0.94361,                0.93347,                0.93079,                 0.9757,                0.79076,                0.77933,                0.38504,                0.97595,              0.0011792,              0.0011792,              0.0011792
                    230,                0.60469,                 0.3358,                0.93592,                0.92786,                0.91649,                0.97366,                0.79354,                0.78037,                0.39684,                0.97261,              0.0011756,              0.0011756,              0.0011756
                    231,                0.63731,                0.34655,                 0.9473,                0.93939,                0.91398,                0.97699,                0.79622,                0.77501,                0.38951,                0.97058,               0.001172,               0.001172,               0.001172
                    232,                 0.6216,                0.34901,                0.94022,                0.91524,                 0.9286,                0.97362,                 0.7896,                0.78405,                0.39278,                0.97514,              0.0011684,              0.0011684,              0.0011684
                    233,                0.60742,                0.33727,                0.93412,                0.95749,                0.90172,                0.97801,                0.79691,                0.77223,                0.38466,                0.96995,              0.0011648,              0.0011648,              0.0011648
                    234,                0.61684,                  0.348,                0.94356,                0.92859,                0.92659,                0.97251,                0.79144,                0.78229,                0.38844,                0.97423,              0.0011612,              0.0011612,              0.0011612
                    235,                0.61259,                0.34192,                0.94171,                0.92419,                0.92853,                0.97344,                0.79395,                0.78425,                0.39604,                 0.9766,              0.0011576,              0.0011576,              0.0011576
                    236,                0.61539,                0.34478,                0.92494,                0.93574,                0.91892,                0.97384,                0.79233,                0.78768,                 0.3953,                0.97762,               0.001154,               0.001154,               0.001154
                    237,                0.61943,                0.34308,                0.94502,                0.94392,                0.92629,                0.97589,                0.79168,                0.79243,                0.38789,                0.97996,              0.0011504,              0.0011504,              0.0011504
                    238,                0.61509,                0.33853,                0.93526,                0.91793,                 0.9344,                0.97014,                0.78893,                0.78771,                0.40875,                0.97702,              0.0011468,              0.0011468,              0.0011468
                    239,                0.60465,                0.32683,                0.93076,                0.94636,                0.91036,                0.97365,                0.79195,                0.78651,                0.39984,                0.98287,              0.0011432,              0.0011432,              0.0011432
                    240,                0.61487,                0.33983,                 0.9391,                0.93822,                0.93366,                0.97388,                0.79156,                0.79429,                0.39649,                0.98429,              0.0011396,              0.0011396,              0.0011396
                    241,                0.61907,                0.34459,                0.94572,                 0.9445,                0.93366,                0.97795,                0.79838,                0.78423,                0.38225,                0.97648,               0.001136,               0.001136,               0.001136
                    242,                0.61509,                0.33634,                0.93521,                0.94083,                0.93366,                0.97761,                0.79801,                0.77974,                0.37946,                 0.9733,              0.0011324,              0.0011324,              0.0011324
                    243,                0.62474,                0.34118,                0.94986,                0.93412,                0.94069,                 0.9758,                0.79619,                0.77452,                0.38693,                0.97337,              0.0011288,              0.0011288,              0.0011288
                    244,                 0.6096,                0.33356,                0.93631,                0.93296,                0.93612,                0.97659,                0.79499,                0.78883,                0.39033,                0.97673,              0.0011252,              0.0011252,              0.0011252
                    245,                0.61501,                0.33639,                0.93611,                0.94139,                0.92138,                0.97833,                 0.7966,                0.78375,                0.38733,                0.97907,              0.0011216,              0.0011216,              0.0011216
                    246,                0.60253,                0.32994,                0.93932,                 0.9322,                0.93857,                0.97979,                0.80036,                0.77719,                0.38751,                0.97178,               0.001118,               0.001118,               0.001118
                    247,                0.59658,                0.32465,                0.93343,                0.93193,                 0.9312,                0.97843,                0.79827,                0.77677,                0.38725,                0.97396,              0.0011144,              0.0011144,              0.0011144
                    248,                0.60601,                0.33345,                0.93227,                0.94157,                0.91892,                0.97697,                 0.8012,                0.78698,                0.39113,                0.97004,              0.0011108,              0.0011108,              0.0011108
                    249,                0.61033,                0.33625,                0.93143,                0.93836,                0.93507,                0.97679,                0.79193,                0.79404,                0.38421,                0.97939,              0.0011072,              0.0011072,              0.0011072
                    250,                0.61736,                0.33328,                0.94251,                0.92292,                0.94138,                0.97744,                0.79406,                0.78665,                0.38864,                0.97501,              0.0011036,              0.0011036,              0.0011036
                    251,                0.60367,                0.33105,                0.92746,                0.93351,                0.92383,                0.97458,                0.79394,                0.77925,                 0.3835,                0.97754,                 0.0011,                 0.0011,                 0.0011
                    252,                0.59475,                0.33327,                0.92785,                0.91599,                0.93767,                0.97518,                0.79449,                0.78347,                0.39722,                0.98026,              0.0010964,              0.0010964,              0.0010964
                    253,                0.61232,                0.33331,                0.93995,                0.92396,                0.92549,                0.97593,                0.79111,                 0.7862,                0.40077,                0.98172,              0.0010928,              0.0010928,              0.0010928
                    254,                0.60715,                0.33538,                0.93426,                0.94653,                0.89926,                0.97486,                0.79623,                0.77463,                0.40526,                0.97309,              0.0010892,              0.0010892,              0.0010892
                    255,                0.58722,                0.31788,                0.92293,                0.90711,                0.93571,                0.97548,                 0.7974,                0.78561,                0.40506,                0.97843,              0.0010856,              0.0010856,              0.0010856
                    256,                0.59887,                 0.3302,                0.92602,                 0.9225,                0.94349,                0.97586,                0.79774,                0.77296,                0.39411,                0.97363,               0.001082,               0.001082,               0.001082
                    257,                0.60097,                0.33078,                0.93287,                0.94104,                0.94117,                0.97839,                0.80088,                0.76966,                0.37895,                0.96891,              0.0010784,              0.0010784,              0.0010784
                    258,                0.59705,                 0.3296,                0.92752,                0.92505,                0.94009,                0.97578,                0.79444,                0.78027,                0.39348,                0.97746,              0.0010748,              0.0010748,              0.0010748
                    259,                0.60533,                0.32561,                0.93945,                0.91597,                0.95332,                0.97754,                 0.7946,                0.77823,                0.39609,                0.97317,              0.0010712,              0.0010712,              0.0010712
                    260,                 0.5942,                0.32347,                  0.926,                0.94214,                0.93612,                0.97552,                0.79324,                0.78149,                0.39153,                0.97548,              0.0010676,              0.0010676,              0.0010676
